gene,ensg,n_directions,in_cytokine,in_polarization,in_context,in_network
NDUFB6,ENSG00000165264,1,False,False,True,False
NDUFB7,ENSG00000099795,1,False,False,True,False
NDUFC1,ENSG00000109390,1,False,False,True,False
NDUFS5,ENSG00000168653,1,False,False,True,False
NDUFS7,ENSG00000115286,1,False,False,True,False
NDUFS8,ENSG00000110717,1,True,False,False,False
NEIL1,ENSG00000140398,1,False,False,True,False
NEK3,ENSG00000136098,1,False,False,True,False
NEK7,ENSG00000151414,1,False,True,False,False
NELFCD,ENSG00000101158,1,True,False,False,False
NFAT5,ENSG00000102908,1,False,False,False,True
NFATC2,ENSG00000101096,1,False,False,True,False
NFKB1,ENSG00000109320,2,True,True,False,False
NFKB2,ENSG00000077150,2,True,True,False,False
NFKBIL1,ENSG00000204498,1,False,False,True,False
NFRKB,ENSG00000170322,2,True,False,False,True
NFU1,ENSG00000169599,1,False,False,True,False
NGLY1,ENSG00000151092,1,False,False,True,False
NGRN,ENSG00000182768,1,False,False,True,False
NIPBL,ENSG00000164190,1,True,False,False,False
NIPSNAP3A,ENSG00000136783,1,False,False,True,False
NKAPD1,ENSG00000150776,1,True,False,False,False
NLGN2,ENSG00000169992,1,False,False,True,False
NOL7,ENSG00000225921,1,False,False,True,False
NR4A3,ENSG00000119508,1,False,False,True,False
NRAS,ENSG00000213281,1,False,False,True,False
NRBP1,ENSG00000115216,2,True,True,False,False
NSD1,ENSG00000165671,3,True,True,False,True
NSD2,ENSG00000109685,1,True,False,False,False
NSUN6,ENSG00000241058,1,False,False,True,False
NUBPL,ENSG00000151413,1,False,False,True,False
NUP188,ENSG00000095319,1,False,False,True,False
NXT1,ENSG00000132661,2,True,False,True,False
OAZ3,ENSG00000143450,1,False,False,True,False
OGT,ENSG00000147162,1,False,False,True,False
ORAI1,ENSG00000276045,2,True,False,True,False
OST4,ENSG00000228474,1,False,False,True,False
OTUD1,ENSG00000165312,1,True,False,False,False
OXA1L,ENSG00000155463,2,True,False,False,True
OXSR1,ENSG00000172939,1,True,False,False,False
PACS2,ENSG00000179364,1,False,False,True,False
PAICS,ENSG00000128050,1,False,False,True,False
PAK2,ENSG00000180370,1,True,False,False,False
PANK1,ENSG00000152782,1,True,False,False,False
PAPOLA,ENSG00000090060,1,False,False,True,False
PARK7,ENSG00000116288,1,False,False,True,False
PARL,ENSG00000175193,1,False,False,True,False
PARP2,ENSG00000129484,2,True,False,True,False
PARS2,ENSG00000162396,1,True,False,False,False
PAXIP1,ENSG00000157212,1,True,False,False,False
PCBP1,ENSG00000169564,1,True,False,False,False
PCBP2,ENSG00000197111,1,True,False,False,False
PCBP4,ENSG00000090097,1,True,False,False,False
PCGF1,ENSG00000115289,2,True,True,False,False
PCGF3,ENSG00000185619,1,False,False,True,False
PCYT2,ENSG00000185813,1,True,False,False,False
PDCD2,ENSG00000071994,1,False,False,True,False
PDCD2L,ENSG00000126249,1,True,False,False,False
PDCD5,ENSG00000105185,1,False,False,True,False
PDCL,ENSG00000136940,3,True,True,False,True
PDHA1,ENSG00000131828,2,True,False,True,False
PDHB,ENSG00000168291,1,False,False,True,False
PDK3,ENSG00000067992,1,True,False,False,False
PDLIM2,ENSG00000120913,1,False,False,True,False
PDPK1,ENSG00000140992,1,True,False,False,False
PDSS2,ENSG00000164494,2,True,False,False,True
PEX5,ENSG00000139197,1,False,False,True,False
PFAS,ENSG00000178921,1,True,False,False,False
PFDN4,ENSG00000101132,1,False,False,True,False
PFDN6,ENSG00000204220,1,False,False,True,False
PFKM,ENSG00000152556,1,True,False,False,False
PGAM1,ENSG00000171314,1,True,False,False,False
PGAP2,ENSG00000148985,2,True,False,True,False
PGGT1B,ENSG00000164219,3,True,False,True,True
PGK1,ENSG00000102144,1,True,False,False,False
PGP,ENSG00000184207,1,False,False,True,False
PGS1,ENSG00000087157,1,True,False,False,False
PHF12,ENSG00000109118,1,True,False,False,False
PHF20,ENSG00000025293,1,False,False,True,False
PHF20L1,ENSG00000129292,1,False,False,True,False
PHF3,ENSG00000118482,1,True,False,False,False
PHF6,ENSG00000156531,1,False,False,True,False
PHF8,ENSG00000172943,1,True,False,False,False
PHIP,ENSG00000146247,2,True,False,True,False
PIGK,ENSG00000142892,1,False,True,False,False
PIK3R4,ENSG00000196455,1,True,False,False,False
PITRM1,ENSG00000107959,2,True,False,True,False
PKM,ENSG00000067225,2,True,False,False,True
PKN3,ENSG00000160447,1,False,False,True,False
PLCG1,ENSG00000124181,4,True,True,True,True
PLXNA4,ENSG00000221866,1,True,False,False,False
PMPCB,ENSG00000105819,1,False,False,True,False
PMVK,ENSG00000163344,2,True,False,False,True
PNPT1,ENSG00000138035,1,True,False,False,False
POGZ,ENSG00000143442,1,False,False,True,False
POLDIP3,ENSG00000100227,1,False,False,True,False
POLG,ENSG00000140521,3,True,True,False,True
POLG2,ENSG00000256525,1,True,False,False,False
POLR2K,ENSG00000147669,1,False,False,True,False
POLR3H,ENSG00000100413,1,False,False,True,False
POLRMT,ENSG00000099821,2,True,False,True,False
PPAT,ENSG00000128059,1,False,False,True,False
PPCDC,ENSG00000138621,2,True,False,True,False
PPCS,ENSG00000127125,2,True,True,False,False
PPIH,ENSG00000171960,1,True,False,False,False
PPM1D,ENSG00000170836,1,True,False,False,False
PPM1G,ENSG00000115241,1,False,True,False,False
PPP1R11,ENSG00000204619,1,True,False,False,False
PPP1R12A,ENSG00000058272,1,True,False,False,False
PPP1R14B,ENSG00000173457,2,True,False,True,False
PPP1R15B,ENSG00000158615,1,True,False,False,False
PPP1R3F,ENSG00000049769,1,False,True,False,False
PPP2R2A,ENSG00000221914,1,True,False,False,False
PPP3R1,ENSG00000221823,2,True,False,True,False
PPP4C,ENSG00000149923,2,True,True,False,False
PPP6C,ENSG00000119414,1,True,False,False,False
PPRC1,ENSG00000148840,1,True,False,False,False
PQBP1,ENSG00000102103,1,False,False,True,False
PRDM15,ENSG00000141956,1,False,False,True,False
PREP,ENSG00000085377,1,True,False,False,False
PRIMPOL,ENSG00000164306,1,True,False,False,False
PRKAR1A,ENSG00000108946,2,True,True,False,False
PRKCQ,ENSG00000065675,1,False,False,True,False
PRKD2,ENSG00000105287,1,False,False,True,False
PRORP,ENSG00000100890,1,False,False,True,False
PRPF38B,ENSG00000134186,1,False,False,True,False
PRPF39,ENSG00000185246,1,True,False,False,False
PRR7,ENSG00000131188,1,False,True,False,False
PRRC2A,ENSG00000204469,1,True,False,False,False
PSIP1,ENSG00000164985,1,True,False,False,False
PTBP1,ENSG00000011304,1,True,False,False,False
PTCD2,ENSG00000049883,1,True,False,False,False
PTDSS1,ENSG00000156471,1,False,False,True,False
PTEN,ENSG00000171862,2,True,False,False,True
PTPA,ENSG00000119383,1,False,False,True,False
PTPN2,ENSG00000175354,2,True,True,False,False
PTPN7,ENSG00000143851,1,True,False,False,False
PTPRA,ENSG00000132670,1,False,True,False,False
PTPRC,ENSG00000081237,2,True,False,False,True
PUS7,ENSG00000091127,1,False,True,False,False
PXMP4,ENSG00000101417,1,True,False,False,False
QRSL1,ENSG00000130348,2,True,False,True,False
RAB10,ENSG00000084733,1,True,False,False,False
RAB11FIP1,ENSG00000156675,2,True,False,True,False
RAB1A,ENSG00000138069,1,False,False,True,False
RAB21,ENSG00000080371,1,False,False,True,False
RAB27B,ENSG00000041353,1,False,False,True,False
RAD21,ENSG00000164754,1,True,False,False,False
RAD51B,ENSG00000182185,1,True,False,False,False
RAP1A,ENSG00000116473,1,True,False,False,False
RAP2A,ENSG00000125249,2,True,False,True,False
RASA2,ENSG00000155903,1,True,False,False,False
RASAL3,ENSG00000105122,1,True,False,False,False
RASGRP1,ENSG00000172575,1,True,False,False,False
RB1CC1,ENSG00000023287,2,True,False,True,False
RBCK1,ENSG00000125826,2,True,False,True,False
RBFA,ENSG00000101546,2,True,False,True,False
RBM15,ENSG00000162775,1,False,False,True,False
RBM26,ENSG00000139746,1,True,False,False,False
RBM27,ENSG00000091009,1,True,False,False,False
RBM33,ENSG00000184863,1,True,False,False,False
RCBTB1,ENSG00000136144,1,True,False,False,False
RCC1L,ENSG00000274523,1,False,False,True,False
REL,ENSG00000162924,1,False,False,True,False
RELA,ENSG00000173039,1,False,False,True,False
RESF1,ENSG00000174718,1,True,False,False,False
RFT1,ENSG00000163933,2,True,False,True,False
RHOF,ENSG00000139725,1,True,False,False,False
RIC8B,ENSG00000111785,1,False,False,True,False
RICTOR,ENSG00000164327,2,True,True,False,False
RIDA,ENSG00000132541,1,True,False,False,False
RIPK1,ENSG00000137275,1,True,False,False,False
RMDN3,ENSG00000137824,1,True,False,False,False
RNASEH2A,ENSG00000104889,2,True,False,True,False
RNF115,ENSG00000265491,1,True,False,False,False
RNF139,ENSG00000170881,1,True,False,False,False
RNF145,ENSG00000145860,1,False,False,True,False
RNF20,ENSG00000155827,3,True,True,True,False
RNFT1,ENSG00000189050,1,False,False,True,False
RNFT2,ENSG00000135119,2,True,False,True,False
ROBO3,ENSG00000154134,1,False,False,True,False
RP9,ENSG00000164610,1,False,False,True,False
RPE,ENSG00000197713,1,False,False,True,False
RPN1,ENSG00000163902,1,False,False,True,False
RPRD2,ENSG00000163125,2,True,False,False,True
RPTOR,ENSG00000141564,1,True,False,False,False
RPUSD3,ENSG00000156990,1,False,False,True,False
RRAGC,ENSG00000116954,1,True,False,False,False
RRM2B,ENSG00000048392,1,False,False,True,False
RSBN1L,ENSG00000187257,1,False,False,True,False
RTRAF,ENSG00000087302,2,True,False,False,True
RTTN,ENSG00000176225,1,True,False,False,False
RUNX2,ENSG00000124813,1,True,False,False,False
RWDD2B,ENSG00000156253,1,False,False,True,False
SAP130,ENSG00000136715,1,True,False,False,False
SARS2,ENSG00000104835,1,True,False,False,False
SBNO1,ENSG00000139697,1,True,False,False,False
SCAF4,ENSG00000156304,2,True,True,False,False
SCAP,ENSG00000114650,1,False,False,True,False
SCD,ENSG00000099194,1,False,False,True,False
SDHAF4,ENSG00000154079,1,False,False,True,False
SEC14L1,ENSG00000129657,2,True,False,True,False
SEC14L2,ENSG00000100003,1,True,False,False,False
SEC23A,ENSG00000100934,2,True,True,False,False
SEC24A,ENSG00000113615,1,False,False,True,False
SEC24C,ENSG00000176986,1,False,False,True,False
SEC31A,ENSG00000138674,1,False,False,True,False
SEL1L,ENSG00000071537,3,True,True,False,True
SENP5,ENSG00000119231,4,True,True,True,True
SEPSECS,ENSG00000109618,1,True,False,False,False
SEPTIN7,ENSG00000122545,1,False,False,True,False
SERF2,ENSG00000140264,1,True,False,False,False
SERGEF,ENSG00000129158,1,False,False,True,False
SET,ENSG00000119335,1,False,False,True,False
SETD1B,ENSG00000139718,1,True,False,False,False
SETD7,ENSG00000145391,1,False,False,True,False
SETDB1,ENSG00000143379,1,False,False,False,True
SFXN1,ENSG00000164466,1,False,True,False,False
SGF29,ENSG00000176476,3,True,True,False,True
SHMT2,ENSG00000182199,1,False,False,True,False
SHQ1,ENSG00000144736,1,True,False,False,False
SIK3,ENSG00000160584,3,True,True,False,True
SIN3B,ENSG00000127511,2,True,False,False,True
SINHCAF,ENSG00000139146,1,False,False,True,False
SIRT3,ENSG00000142082,1,True,False,False,False
SIRT7,ENSG00000187531,1,False,True,False,False
SKA2,ENSG00000182628,1,False,False,True,False
SKA3,ENSG00000165480,1,False,False,True,False
SKIC8,ENSG00000140395,3,True,True,False,True
SLC16A1,ENSG00000155380,1,False,False,True,False
SLC25A1,ENSG00000100075,1,False,False,True,False
SLC25A28,ENSG00000155287,1,False,False,True,False
SLC25A32,ENSG00000164933,1,False,False,True,False
SLC25A51,ENSG00000122696,1,True,False,False,False
SLC35B1,ENSG00000121073,2,True,False,False,True
SLC39A13,ENSG00000165915,1,False,False,True,False
SLC5A3,ENSG00000198743,1,False,False,True,False
SLF1,ENSG00000133302,1,False,False,True,False
SLK,ENSG00000065613,1,True,False,False,False
SMAD4,ENSG00000141646,1,True,False,False,False
SMAGP,ENSG00000170545,1,False,True,False,False
SMARCA4,ENSG00000127616,1,True,False,False,False
SMARCA5,ENSG00000153147,2,True,False,False,True
SMARCB1,ENSG00000099956,3,True,True,False,True
SMARCC1,ENSG00000173473,1,True,False,False,False
SMARCD1,ENSG00000066117,1,True,False,False,False
SMARCE1,ENSG00000073584,3,True,True,False,True
SMG1,ENSG00000157106,2,True,False,False,True
SMG7,ENSG00000116698,2,True,False,False,True
SMG9,ENSG00000105771,2,True,True,False,False
SMIM29,ENSG00000186577,1,True,False,False,False
SMIM7,ENSG00000214046,1,False,False,True,False
SMPD1,ENSG00000166311,2,False,True,True,False
SMS,ENSG00000102172,1,True,False,False,False
SNAP23,ENSG00000092531,1,False,True,False,False
SND1,ENSG00000197157,2,True,False,True,False
SNRPB2,ENSG00000125870,1,True,False,False,False
SNTB1,ENSG00000172164,1,True,False,False,False
SNU13,ENSG00000100138,1,False,False,True,False
SNUPN,ENSG00000169371,1,False,False,True,False
SOCS3,ENSG00000184557,1,True,False,False,False
SOD2,ENSG00000291237,1,False,False,True,False
SP100,ENSG00000067066,1,False,False,True,False
SP2,ENSG00000167182,1,False,False,False,True
SP3,ENSG00000172845,1,False,False,True,False
SPAG7,ENSG00000091640,2,True,False,True,False
SPOP,ENSG00000121067,1,True,False,False,False
SPTLC2,ENSG00000100596,1,False,True,False,False
SRA1,ENSG00000213523,1,False,False,True,False
SREBF2,ENSG00000198911,1,False,False,True,False
SRM,ENSG00000116649,1,False,False,True,False
SRP9,ENSG00000143742,2,True,False,True,False
SRR,ENSG00000167720,1,True,False,False,False
SRSF10,ENSG00000188529,1,True,False,False,False
SRSF11,ENSG00000116754,1,False,False,True,False
SRSF6,ENSG00000124193,1,False,False,True,False
SS18L2,ENSG00000008324,1,False,False,True,False
SSR3,ENSG00000114850,1,True,False,False,False
STARD10,ENSG00000214530,1,False,False,True,False
STARD7,ENSG00000084090,1,False,False,True,False
STAT1,ENSG00000115415,1,False,True,False,False
STAT3,ENSG00000168610,2,True,False,False,True
STAT4,ENSG00000138378,1,False,True,False,False
STAT5A,ENSG00000126561,2,True,False,True,False
STAT5B,ENSG00000173757,2,True,True,False,False
STAT6,ENSG00000166888,3,True,True,True,False
STIM1,ENSG00000167323,1,False,False,True,False
STIP1,ENSG00000168439,2,True,False,False,True
STK11,ENSG00000118046,2,True,True,False,False
STOM,ENSG00000148175,1,False,False,True,False
STRAP,ENSG00000023734,2,True,False,False,True
STX8,ENSG00000170310,1,True,False,False,False
SUCLG1,ENSG00000163541,1,False,False,True,False
SUPT20H,ENSG00000102710,3,True,True,False,True
SUPV3L1,ENSG00000156502,1,True,False,False,False
SYVN1,ENSG00000162298,1,False,False,True,False
SZRD1,ENSG00000055070,1,True,False,False,False
TADA1,ENSG00000152382,3,True,True,False,True
TADA2A,ENSG00000276234,1,False,False,True,False
TADA2B,ENSG00000173011,3,True,False,True,True
TAF13,ENSG00000197780,2,True,False,False,True
TAF6L,ENSG00000162227,3,True,True,False,True
TANK,ENSG00000136560,1,True,False,False,False
TARS2,ENSG00000143374,1,False,False,False,True
TBL1X,ENSG00000101849,1,False,False,True,False
TBX21,ENSG00000073861,2,True,True,False,False
TEFM,ENSG00000172171,1,False,False,True,False
TEP1,ENSG00000129566,1,True,False,False,False
TESC,ENSG00000088992,1,False,True,False,False
TESK2,ENSG00000070759,1,True,False,False,False
TESPA1,ENSG00000135426,1,False,False,True,False
TFAM,ENSG00000108064,2,True,False,False,True
TFAP4,ENSG00000090447,2,True,True,False,False
TFB1M,ENSG00000029639,2,True,False,True,False
TFG,ENSG00000114354,2,True,False,True,False
TGFBRAP1,ENSG00000135966,1,False,False,True,False
TGIF2,ENSG00000118707,1,False,False,True,False
THAP11,ENSG00000168286,2,True,False,False,True
THG1L,ENSG00000113272,1,False,False,True,False
TIAL1,ENSG00000151923,1,True,False,False,False
TIMM10,ENSG00000134809,2,True,False,True,False
TIMM50,ENSG00000105197,1,True,False,False,False
TIMM8A,ENSG00000126953,1,True,False,False,False
TIMM8B,ENSG00000150779,1,True,False,False,False
TIMMDC1,ENSG00000113845,1,False,False,True,False
TIMP1,ENSG00000102265,2,True,False,True,False
TIPRL,ENSG00000143155,1,True,False,False,False
TMED10,ENSG00000170348,1,True,False,False,False
TMED9,ENSG00000184840,2,True,False,False,True
TMEM126B,ENSG00000171204,1,True,False,False,False
TMEM167A,ENSG00000174695,1,False,False,True,False
TMEM205,ENSG00000105518,1,True,False,False,False
TMEM234,ENSG00000160055,2,True,False,True,False
TMEM263,ENSG00000151135,1,False,False,True,False
TMEM30A,ENSG00000112697,1,True,False,False,False
TMEM33,ENSG00000109133,1,False,False,True,False
TMEM44,ENSG00000145014,1,False,False,True,False
TMEM87B,ENSG00000153214,1,True,False,False,False
TMX1,ENSG00000139921,3,True,False,True,True
TMX2,ENSG00000213593,1,True,False,False,False
TNFRSF18,ENSG00000186891,1,False,True,False,False
TNFSF10,ENSG00000121858,1,False,True,False,False
TNKS1BP1,ENSG00000149115,1,False,False,True,False
TNPO1,ENSG00000083312,3,True,True,False,True
TNRC6A,ENSG00000090905,2,True,False,False,True
TOMM70,ENSG00000154174,3,True,True,True,False
TOR1A,ENSG00000136827,2,True,True,False,False
TP53RK,ENSG00000172315,1,False,False,True,False
TPST2,ENSG00000128294,2,True,False,True,False
TRADD,ENSG00000102871,1,False,False,True,False
TRAF3,ENSG00000131323,2,True,False,False,True
TRAF6,ENSG00000175104,2,True,False,True,False
TRAPPC13,ENSG00000113597,1,False,False,True,False
TRIP12,ENSG00000153827,3,True,False,True,True
TRMT10C,ENSG00000174173,1,False,False,True,False
TRRAP,ENSG00000196367,1,True,False,False,False
TSC1,ENSG00000165699,2,True,False,False,True
TSFM,ENSG00000123297,1,False,False,True,False
TSTD2,ENSG00000136925,1,True,False,False,False
TTC17,ENSG00000052841,1,False,True,False,False
TTC4,ENSG00000243725,1,True,False,False,False
TTC7A,ENSG00000068724,1,False,False,True,False
TTYH3,ENSG00000136295,1,False,False,True,False
TUFM,ENSG00000178952,1,True,False,False,False
TWNK,ENSG00000107815,1,True,False,False,False
TXNDC11,ENSG00000153066,1,False,True,False,False
TXNDC5,ENSG00000239264,1,False,True,False,False
UBC,ENSG00000150991,1,True,False,False,False
UBE2E1,ENSG00000170142,1,True,False,False,False
UBE2F,ENSG00000184182,2,True,False,True,False
UBE2I,ENSG00000103275,1,True,False,False,False
UBE2J1,ENSG00000198833,1,False,False,True,False
UBE2L3,ENSG00000185651,2,True,False,False,True
UBE2V2,ENSG00000169139,1,True,False,False,False
UBE3D,ENSG00000118420,1,False,False,True,False
UBIAD1,ENSG00000120942,1,False,False,True,False
UBR4,ENSG00000127481,1,True,False,False,False
UBR5,ENSG00000104517,1,False,False,False,True
UBTD2,ENSG00000168246,1,False,True,False,False
UBXN1,ENSG00000162191,3,True,False,True,True
UBXN6,ENSG00000167671,1,False,False,True,False
UFL1,ENSG00000014123,2,True,True,False,False
UFM1,ENSG00000120686,2,True,False,False,True
UGDH,ENSG00000109814,1,True,False,False,False
ULK4,ENSG00000168038,1,False,False,True,False
UNC45A,ENSG00000140553,1,False,False,True,False
UPF2,ENSG00000151461,1,True,False,False,False
UQCC1,ENSG00000101019,1,False,False,True,False
UQCRB,ENSG00000156467,1,True,False,False,False
UQCRC2,ENSG00000140740,2,True,False,True,False
UQCRQ,ENSG00000164405,1,True,False,False,False
URM1,ENSG00000167118,1,True,False,False,False
USO1,ENSG00000138768,1,True,False,False,False
USP1,ENSG00000162607,1,False,True,False,False
USP22,ENSG00000124422,2,True,False,False,True
USP24,ENSG00000162402,1,False,False,True,False
USP36,ENSG00000055483,1,False,False,True,False
USP4,ENSG00000114316,1,False,False,True,False
USP7,ENSG00000187555,2,True,False,False,True
UTP23,ENSG00000147679,2,True,False,True,False
UVRAG,ENSG00000198382,1,True,False,False,False
UXS1,ENSG00000115652,1,True,False,False,False
VARS2,ENSG00000137411,1,True,False,False,False
VAV1,ENSG00000141968,2,True,False,False,True
VBP1,ENSG00000155959,2,True,False,True,False
VCF2,ENSG00000182518,1,True,False,False,False
VPS13A,ENSG00000197969,1,False,False,True,False
VPS29,ENSG00000111237,1,True,False,False,False
VPS39,ENSG00000166887,1,False,True,False,False
VPS41,ENSG00000006715,1,True,False,False,False
VPS45,ENSG00000136631,3,True,True,True,False
VPS8,ENSG00000156931,2,True,False,True,False
WAC,ENSG00000095787,3,True,True,False,True
WAPL,ENSG00000062650,2,True,False,True,False
WARS2,ENSG00000116874,1,True,False,False,False
WAS,ENSG00000015285,2,True,True,False,False
WASF2,ENSG00000158195,1,True,False,False,False
WBP4,ENSG00000120688,1,True,False,False,False
WDFY1,ENSG00000085449,1,False,False,True,False
WDR24,ENSG00000127580,2,False,True,True,False
WDR54,ENSG00000005448,1,False,False,True,False
WDR59,ENSG00000103091,2,True,True,False,False
WDR7,ENSG00000091157,1,False,False,True,False
WDR82,ENSG00000164091,2,True,False,False,True
WNK1,ENSG00000060237,1,True,False,False,False
XBP1,ENSG00000100219,1,True,False,False,False
XIAP,ENSG00000101966,2,True,False,True,False
XRCC2,ENSG00000196584,1,True,False,False,False
XRN1,ENSG00000114127,1,True,False,False,False
YEATS2,ENSG00000163872,1,True,False,False,False
YIPF1,ENSG00000058799,1,False,False,True,False
YIPF3,ENSG00000137207,1,False,False,True,False
YME1L1,ENSG00000136758,1,False,False,True,False
YTHDF2,ENSG00000198492,2,True,False,False,True
YY1,ENSG00000100811,1,True,False,False,False
ZAP70,ENSG00000115085,3,True,True,False,True
ZBED1,ENSG00000214717,1,False,True,False,False
ZBTB14,ENSG00000198081,2,True,False,True,False
ZBTB17,ENSG00000116809,1,False,False,True,False
ZBTB45,ENSG00000119574,1,True,False,False,False
ZBTB48,ENSG00000204859,1,False,True,False,False
ZC3H10,ENSG00000135482,2,True,False,True,False
ZC3H14,ENSG00000100722,1,False,False,True,False
ZC3H15,ENSG00000065548,1,True,False,False,False
ZC3H3,ENSG00000014164,1,True,False,False,False
ZC3H4,ENSG00000130749,1,True,False,False,False
ZC3HC1,ENSG00000091732,1,True,False,False,False
ZFP36L2,ENSG00000152518,1,False,False,True,False
ZFX,ENSG00000005889,1,True,False,False,False
ZMYM2,ENSG00000121741,2,False,True,True,False
ZNF131,ENSG00000172262,1,False,False,True,False
ZNF219,ENSG00000165804,1,False,False,True,False
ZNF330,ENSG00000109445,1,False,False,True,False
ZNF507,ENSG00000168813,1,False,False,True,False
ZNF613,ENSG00000176024,2,False,False,True,True
ZNF622,ENSG00000173545,2,True,False,True,False
ZNF623,ENSG00000183309,1,True,False,False,False
ZNF649,ENSG00000198093,2,True,False,True,False
ZNF655,ENSG00000197343,1,False,False,True,False
ZNF710,ENSG00000140548,1,True,False,False,False
ZNF785,ENSG00000197162,1,False,False,True,False
ZNF816,ENSG00000180257,1,True,False,False,False
